Link,Name,Rating,Review_title,Review
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjMwMDAxMTY1NzQzNjgwMjo6MDo6&url=%2FWireless-Charger-Qi-Certified-COKOEYE-Samsung%2Fdp%2FB09JCN9D6N%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Peter R.,4.0 out of 5 stars,Product delivers!,Just make sure you know what side is up! LOL
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjMwMDAxMTY1NzQzNjgwMjo6MDo6&url=%2FWireless-Charger-Qi-Certified-COKOEYE-Samsung%2Fdp%2FB09JCN9D6N%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,AmyCabo,4.0 out of 5 stars,Convenient,"So easy to use!!!!
But does not work with all phones. And won't work with some cases. So do your research"
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjMwMDAxMTY1NzQzNjgwMjo6MDo6&url=%2FWireless-Charger-Qi-Certified-COKOEYE-Samsung%2Fdp%2FB09JCN9D6N%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Fluff,3.0 out of 5 stars,Not as advertised,"I purchased these to have multiple wireless charges in multiple locations...1 in office and 1 next to bed. They did not have the Fast charging capability or charge my Samsung Galaxy Earbuds to full capacity. It took hours to charge my phone and did not work through the case I had on my phone.

The case was just a cheap little plastic thing that I've had for years and the charging capability did not penetrate.

They DID charge, just not as advertised hence the 3 out 5 rating.

These items were returned.

Return process was easy as pie though!"
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjMwMDAxMTY1NzQzNjgwMjo6MDo6&url=%2FWireless-Charger-Qi-Certified-COKOEYE-Samsung%2Fdp%2FB09JCN9D6N%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,RJ,5.0 out of 5 stars,Works like a charm,Works perfectly as advertised. Make sure you use a fast charging usb wall adapter for the full fast charging experience. Charged my iphone 13 from 30% to 100% in less than 45 minutes. 5 stars.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjMwMDAxMTY1NzQzNjgwMjo6MDo6&url=%2FWireless-Charger-Qi-Certified-COKOEYE-Samsung%2Fdp%2FB09JCN9D6N%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Michael Jaros,5.0 out of 5 stars,Works like a charm,"I like the fact that I don't have to use the lightning portal, because mine won't stay in"
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjMwMDAxMTY1NzQzNjgwMjo6MDo6&url=%2FWireless-Charger-Qi-Certified-COKOEYE-Samsung%2Fdp%2FB09JCN9D6N%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Caffeine mama,4.0 out of 5 stars,Phone charger,"It's good enough for the price I paid, but super slow charge compared to the one that comes with iPhone."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjMwMDAxMTY1NzQzNjgwMjo6MDo6&url=%2FWireless-Charger-Qi-Certified-COKOEYE-Samsung%2Fdp%2FB09JCN9D6N%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Amazon Customer,5.0 out of 5 stars,Small learning curve but great product,I got this charger because I was sick if trying to plug my iPhone cable into my phone past a thick otter box. I would suggest if you are one to watch a lot of YouTube videos you'll want a 10 foot cable. But this works great.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjMwMDAxMTY1NzQzNjgwMjo6MDo6&url=%2FWireless-Charger-Qi-Certified-COKOEYE-Samsung%2Fdp%2FB09JCN9D6N%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Jorge Fernandez,4.0 out of 5 stars,Practico.,"Hubiera pagado mas , si incluyera el cargador. Debi hacer otra orden y esperar un nuevo envio."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjMwMDAxMTY1NzQzNjgwMjo6MDo6&url=%2FWireless-Charger-Qi-Certified-COKOEYE-Samsung%2Fdp%2FB09JCN9D6N%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Nic B.,5.0 out of 5 stars,Works,Works just like they should
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjMwMDAxMTY1NzQzNjgwMjo6MDo6&url=%2FWireless-Charger-Qi-Certified-COKOEYE-Samsung%2Fdp%2FB09JCN9D6N%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Exavier,5.0 out of 5 stars,Love it,Work great
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,QueenKatieMae,5.0 out of 5 stars,Easy To Use Plug and Play Charger,"Charging one's phone could not be easier. I have and older Iphone SE, and it works great!
I thought I'd use this at my beside table to charge overnight, but wound up placing one on my desk and one in a handy area in our kitchen. I don't lose my phone as the charger stays in one place. (A place for everything and everything in its place!)
At my desk, I don't have to fiddle with a fragile cord while I ignore repeated phone calls!
I'll probably get a few more, as they are very handy and don't get tangled like the dozen or so cords fighting for real estate on my desk.
Cordless chargers do create some heat on the charger and the phone as well. A bit of research and I learned that the heat is normal and not detrimental to the device or the phone. I just wasn't prepared for that, and it did alarm me until I learned it's okay.
Yes - I'd recommend this device! Easy use, quick charge!"
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Mark,4.0 out of 5 stars,Good Wireless Charger,"Not as fast as I would have liked, but easy to use and great for the casual charge at the office or home."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,B. P. Noble,5.0 out of 5 stars,This one really works!,I have a Samsung Galaxy S21 with pelican case and the wife has iPhone 12 with pelican case and they BOTH charge easily and quickly on these chargers. Bought to take on trip with us but ended up using them all the time. Would recommend purchase for sure!
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,PLM,3.0 out of 5 stars,It works,"I got this when my phone wouldnt charge by cable. It does work but has to be centered and it says 4 hr charge but takes 6 on my galaxy. It charges too slow for me and have had many timea where it wasnt centered and sidnt charge. I wouldnt buy again.

There is magsafe chargers out there that make sure alignments perfect. I found out after but didnt want to waste more money but finally i am caving im tired of having a dead phone."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Jose,5.0 out of 5 stars,Will definitely buy again another 2 pack,"Nice material, good quality, it charges fast. Recommended buy for iPhone with wireless charge users."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,tormar,5.0 out of 5 stars,Wireless charging,My iPhone need a wireless charger and this works great
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Mike Lewis,4.0 out of 5 stars,Works,"They seem to work fine. They are a little bit sensitive to phone placement. I haven't evaluated the charging speed as I use this overnight, so speed is not critical. Hopefully they are durable and last a while."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Sharon Rife,3.0 out of 5 stars,Wouldn't buy,The phone became hot while charging.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Robert,3.0 out of 5 stars,Weird electronic noises,"So it works as advertised, albeit slightly slower than cable charging. Just one problem.

The one issue I had is that it makes weird little electronic noises. Like really faint high-pitched buzzing. it kinda sounds like those tones that only teenagers are supposed to be able to hear. It's only noticeable when it's really quite, but I planned on setting this up on the nightstand and it's kinda irritating. I wish there was a way to turn that off."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,DC,4.0 out of 5 stars,Good but could be better,"I like the auto shut-off when my phone reaches 100%. However, charger would be better if the LED wasn't ALWAYS on. LED is on if a) no phone on charger, b) problem charging the phone, or c) phone is on charger but fully charged. Why not just have the LED off if no phone being charged? At night I don't like seeing the LED when I'm in bed."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,William Ernest,4.0 out of 5 stars,"It works, but no rapid charging","For the most part it does what it is supposed to. Charger will charge the phone but it has to be set just perfectly on it, which can be a little annoying at night, but there is a red/green light so you know when it is actually charging. Also I can not get rapid charging to work with this charger and my Pixel 6 so it may not actually be a 15W charger."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Jennifer Burwell,3.0 out of 5 stars,it just stopped working at all :/,"It worked great for about 2 weeks, and now, no matter where I plug it in, different outlets, wall plugs, laptops, etc.. it will only blink green and not charge anything. I gave the other one to a friend and hers still works, so I guess I hit the bad end of the 50/50 lottery.

I'd ask for a replacement, but I obviously can't send them back at this point."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,consumer,4.0 out of 5 stars,It's does exactly what you want it to do,It's a 15watt wireless charger. Not much to say about it. Does what it needs to do. 0 complaints. Not the fastest charger out there but it does say it's 15watts so can't complain. And I got 2 of them for under 20 bucks on sale.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Phil,4.0 out of 5 stars,Works as intended with good value,"I purchased a pair of these 15w wireless charging pads at $19.99 with extra 30% discount. Definitely a good value!

The charging pad has one LED light. It is red in idle and turns green during wireless charging.

The charging pad charges my Pixel 4 XL, Pixel 6 Pro and Pixel buds smoothly. I connect them to normal power adapter instead of QC3.0 adapter. The charging current is ~650m. Not super fast but good enough for me. The charging pad should reach full speed when connected to QC3.0 power adapter.

So far, I am happy with this purchase."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Ron S. Samra,5.0 out of 5 stars,Easy to use,"Work perfectly easily use, they do a good job."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Tv10,5.0 out of 5 stars,It works!,This charging pad is great glad I tried despite the reviews idk if maybe they didn't know how to use it but it it easily the best one I've used and for the price you really can't beat it
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Wayne J,4.0 out of 5 stars,No Wall Wart,"I should have paid closer attention. The side pictures show it with a wall wart but it does not come with one. A bit deceptive I think. Now, I have to deal with a USB cable anyway."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDg0NzAzMjc3NTQ4NjExOjE2OTM4NTE2NzM6c3BfYXRmOjIwMDA1MDE3MzY1NTI5ODo6MDo6&url=%2FWireless-Charger-Qi-Certified-Charging-Compatible%2Fdp%2FB09SHQFVPW%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dwireless%2Bchargers%26qid%3D1693851673%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Jessica R. Schwartz,4.0 out of 5 stars,This product was okay.,Does not work with phone case on phone. Also does not charge very fast.
